[ 2024-11-21 13:28:45,581 ] 20 root - INFO - Initiate the data ingestion
[ 2024-11-21 13:29:10,434 ] 65 root - INFO - Performed train test split on the dataframe
[ 2024-11-21 13:29:10,434 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2024-11-21 13:29:10,435 ] 75 root - INFO - Exporting train and test file path.
[ 2024-11-21 13:29:10,499 ] 84 root - INFO - Exported train and test file path.
[ 2024-11-21 13:29:10,500 ] 22 root - INFO - Data Initiation Completed
[ 2024-11-21 13:29:10,517 ] 27 root - INFO - Initiate the data Validation
[ 2024-11-21 13:29:10,575 ] 32 root - INFO - Required number of columns:2
[ 2024-11-21 13:29:10,575 ] 33 root - INFO - Data frame has columns:31
[ 2024-11-21 13:29:10,575 ] 32 root - INFO - Required number of columns:2
[ 2024-11-21 13:29:10,575 ] 33 root - INFO - Data frame has columns:31
[ 2024-11-21 13:29:10,743 ] 29 root - INFO - data Validation Completed
[ 2024-11-21 13:29:10,744 ] 33 root - INFO - data Transformation started
[ 2024-11-21 13:29:10,744 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2024-11-21 13:29:10,744 ] 65 root - INFO - Starting data transformation
[ 2024-11-21 13:29:10,773 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2024-11-21 13:29:10,773 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-11-21 13:29:10,798 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-11-21 13:29:10,810 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-11-21 13:29:10,810 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-11-21 13:29:10,823 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-11-21 13:29:10,825 ] 37 root - INFO - data Transformation completed
[ 2024-11-21 13:29:10,825 ] 39 root - INFO - Model Training sstared
[ 2024-11-21 13:34:02,334 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-11-21 13:34:02,335 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-11-21 13:34:02,335 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-11-21 13:34:02,559 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-11-21 13:34:02,559 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\11_21_2024_13_28_43\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9914512517809893), precision_score=np.float64(0.9882329072834246), recall_score=np.float64(0.9946906269144374)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.976799056232796), precision_score=np.float64(0.9680436477007015), recall_score=np.float64(0.9857142857142858)))
[ 2024-11-21 13:34:02,566 ] 44 root - INFO - Model Training artifact created
